filename	label	category	font	augment_type
001188.png	ｊ	fullwidth_alnum	HiraginoMincho ProN	noise_0.02
001187.png	～	fullwidth_symbols	BIZ-UDMincho	noise_0.02
001189.png	ｖ	fullwidth_alnum	UDEVGothic	rotate_2.0
001190.png	ｏ	fullwidth_alnum	BIZ-UDGothic	original
001191.png	ｒ	fullwidth_alnum	HiraginoKakuGothic W3	original
001193.png	～	fullwidth_symbols	BIZ-UDMincho	contrast_1.1
001192.png	ｊ	fullwidth_alnum	HiraginoMincho ProN	contrast_1.1
001194.png	ｒ	fullwidth_alnum	HiraginoKakuGothic W3	rotate_2.0
001195.png	ｏ	fullwidth_alnum	BIZ-UDGothic	rotate_2.0
001196.png	＋	fullwidth_symbols	BIZ-UDMincho	original
001197.png	＋	fullwidth_symbols	BIZ-UDMincho	rotate_2.0
001198.png	＼	fullwidth_symbols	HiraginoMincho ProN	original
001199.png	＼	fullwidth_symbols	HiraginoMincho ProN	rotate_2.0
001200.png	ｖ	fullwidth_alnum	UDEVGothic	blur_1.0
001201.png	ｏ	fullwidth_alnum	BIZ-UDGothic	blur_1.0
001202.png	ｒ	fullwidth_alnum	HiraginoKakuGothic W3	blur_1.0
001203.png	＋	fullwidth_symbols	BIZ-UDMincho	blur_1.0
001204.png	ｖ	fullwidth_alnum	UDEVGothic	noise_0.02
001205.png	ｏ	fullwidth_alnum	BIZ-UDGothic	noise_0.02
001207.png	ｖ	fullwidth_alnum	UDEVGothic	contrast_1.1
001206.png	ｒ	fullwidth_alnum	HiraginoKakuGothic W3	noise_0.02
001208.png	ｏ	fullwidth_alnum	BIZ-UDGothic	contrast_1.1
001209.png	ｒ	fullwidth_alnum	HiraginoKakuGothic W3	contrast_1.1
001210.png	＋	fullwidth_symbols	BIZ-UDMincho	noise_0.02
001212.png	ｓ	fullwidth_alnum	UDEVGothic	original
001211.png	＼	fullwidth_symbols	HiraginoMincho ProN	blur_1.0
001213.png	＋	fullwidth_symbols	BIZ-UDMincho	contrast_1.1
001214.png	ｓ	fullwidth_alnum	BIZ-UDGothic	original
001215.png	Ｗ	fullwidth_alnum	HiraginoKakuGothic W3	original
001216.png	ｓ	fullwidth_alnum	UDEVGothic	rotate_2.0
001217.png	〕	fullwidth_symbols	BIZ-UDMincho	original
001218.png	Ｗ	fullwidth_alnum	HiraginoKakuGothic W3	rotate_2.0
001219.png	＼	fullwidth_symbols	HiraginoMincho ProN	noise_0.02
001220.png	ｓ	fullwidth_alnum	BIZ-UDGothic	rotate_2.0
001221.png	＼	fullwidth_symbols	HiraginoMincho ProN	contrast_1.1
001222.png	〕	fullwidth_symbols	BIZ-UDMincho	rotate_2.0
001223.png	（	fullwidth_symbols	HiraginoMincho ProN	original
001224.png	（	fullwidth_symbols	HiraginoMincho ProN	rotate_2.0
001225.png	ｓ	fullwidth_alnum	UDEVGothic	blur_1.0
001226.png	Ｗ	fullwidth_alnum	HiraginoKakuGothic W3	blur_1.0
001227.png	ｓ	fullwidth_alnum	BIZ-UDGothic	blur_1.0
001228.png	ｓ	fullwidth_alnum	UDEVGothic	noise_0.02
001229.png	ｓ	fullwidth_alnum	UDEVGothic	contrast_1.1
001230.png	〕	fullwidth_symbols	BIZ-UDMincho	blur_1.0
001231.png	Ｗ	fullwidth_alnum	HiraginoKakuGothic W3	noise_0.02
001232.png	ｓ	fullwidth_alnum	BIZ-UDGothic	noise_0.02
001233.png	ｒ	fullwidth_alnum	UDEVGothic	original
001234.png	Ｗ	fullwidth_alnum	HiraginoKakuGothic W3	contrast_1.1
001236.png	ｓ	fullwidth_alnum	BIZ-UDGothic	contrast_1.1
001235.png	（	fullwidth_symbols	HiraginoMincho ProN	blur_1.0
001237.png	ｒ	fullwidth_alnum	UDEVGothic	rotate_2.0
001238.png	〕	fullwidth_symbols	BIZ-UDMincho	noise_0.02
001239.png	ｚ	fullwidth_alnum	HiraginoKakuGothic W3	original
001240.png	ｖ	fullwidth_alnum	BIZ-UDGothic	original
001241.png	〕	fullwidth_symbols	BIZ-UDMincho	contrast_1.1
001242.png	（	fullwidth_symbols	HiraginoMincho ProN	noise_0.02
001245.png	」	fullwidth_symbols	BIZ-UDMincho	original
001244.png	ｚ	fullwidth_alnum	HiraginoKakuGothic W3	rotate_2.0
001243.png	ｖ	fullwidth_alnum	BIZ-UDGothic	rotate_2.0
001246.png	（	fullwidth_symbols	HiraginoMincho ProN	contrast_1.1
001247.png	」	fullwidth_symbols	BIZ-UDMincho	rotate_2.0
001248.png	＞	fullwidth_symbols	HiraginoMincho ProN	original
001249.png	＞	fullwidth_symbols	HiraginoMincho ProN	rotate_2.0
001250.png	ｒ	fullwidth_alnum	UDEVGothic	blur_1.0
001252.png	ｚ	fullwidth_alnum	HiraginoKakuGothic W3	blur_1.0
001251.png	ｒ	fullwidth_alnum	UDEVGothic	noise_0.02
001253.png	ｖ	fullwidth_alnum	BIZ-UDGothic	blur_1.0
001254.png	ｒ	fullwidth_alnum	UDEVGothic	contrast_1.1
001255.png	」	fullwidth_symbols	BIZ-UDMincho	blur_1.0
001256.png	ｗ	fullwidth_alnum	UDEVGothic	original
001257.png	ｚ	fullwidth_alnum	HiraginoKakuGothic W3	noise_0.02
001258.png	ｖ	fullwidth_alnum	BIZ-UDGothic	noise_0.02
001259.png	ｚ	fullwidth_alnum	HiraginoKakuGothic W3	contrast_1.1
001261.png	ｗ	fullwidth_alnum	UDEVGothic	rotate_2.0
001260.png	ｖ	fullwidth_alnum	BIZ-UDGothic	contrast_1.1
001262.png	＞	fullwidth_symbols	HiraginoMincho ProN	blur_1.0
001263.png	」	fullwidth_symbols	BIZ-UDMincho	noise_0.02
001264.png	ｓ	fullwidth_alnum	HiraginoKakuGothic W3	original
001266.png	」	fullwidth_symbols	BIZ-UDMincho	contrast_1.1
001265.png	Ｕ	fullwidth_alnum	BIZ-UDGothic	original
001267.png	ｓ	fullwidth_alnum	HiraginoKakuGothic W3	rotate_2.0
001268.png	Ｕ	fullwidth_alnum	BIZ-UDGothic	rotate_2.0
001270.png	〖	fullwidth_symbols	BIZ-UDMincho	original
001269.png	＞	fullwidth_symbols	HiraginoMincho ProN	noise_0.02
001271.png	＞	fullwidth_symbols	HiraginoMincho ProN	contrast_1.1
001272.png	〖	fullwidth_symbols	BIZ-UDMincho	rotate_2.0
001273.png	］	fullwidth_symbols	HiraginoMincho ProN	original
001274.png	ｗ	fullwidth_alnum	UDEVGothic	blur_1.0
001275.png	］	fullwidth_symbols	HiraginoMincho ProN	rotate_2.0
001276.png	ｗ	fullwidth_alnum	UDEVGothic	noise_0.02
001277.png	ｗ	fullwidth_alnum	UDEVGothic	contrast_1.1
001278.png	ｓ	fullwidth_alnum	HiraginoKakuGothic W3	blur_1.0
001279.png	Ｕ	fullwidth_alnum	BIZ-UDGothic	blur_1.0
001280.png	ｏ	fullwidth_alnum	UDEVGothic	original
001281.png	ｏ	fullwidth_alnum	UDEVGothic	rotate_2.0
001282.png	〖	fullwidth_symbols	BIZ-UDMincho	blur_1.0
001283.png	ｓ	fullwidth_alnum	HiraginoKakuGothic W3	noise_0.02
001284.png	Ｕ	fullwidth_alnum	BIZ-UDGothic	noise_0.02
001285.png	ｓ	fullwidth_alnum	HiraginoKakuGothic W3	contrast_1.1
001286.png	Ｕ	fullwidth_alnum	BIZ-UDGothic	contrast_1.1
001287.png	］	fullwidth_symbols	HiraginoMincho ProN	blur_1.0
001289.png	ｌ	fullwidth_alnum	HiraginoKakuGothic W3	original
001288.png	〖	fullwidth_symbols	BIZ-UDMincho	noise_0.02
001290.png	ｎ	fullwidth_alnum	BIZ-UDGothic	original
001291.png	〖	fullwidth_symbols	BIZ-UDMincho	contrast_1.1
001293.png	ｎ	fullwidth_alnum	BIZ-UDGothic	rotate_2.0
001292.png	ｌ	fullwidth_alnum	HiraginoKakuGothic W3	rotate_2.0
001294.png	］	fullwidth_symbols	HiraginoMincho ProN	noise_0.02
001295.png	『	fullwidth_symbols	BIZ-UDMincho	original
001296.png	］	fullwidth_symbols	HiraginoMincho ProN	contrast_1.1
001297.png	ｏ	fullwidth_alnum	UDEVGothic	blur_1.0
001298.png	『	fullwidth_symbols	BIZ-UDMincho	rotate_2.0
001299.png	～	fullwidth_symbols	HiraginoMincho ProN	original
001300.png	～	fullwidth_symbols	HiraginoMincho ProN	rotate_2.0
001301.png	ｏ	fullwidth_alnum	UDEVGothic	noise_0.02
001302.png	ｏ	fullwidth_alnum	UDEVGothic	contrast_1.1
001303.png	ｎ	fullwidth_alnum	BIZ-UDGothic	blur_1.0
001304.png	ｘ	fullwidth_alnum	UDEVGothic	original
001305.png	ｌ	fullwidth_alnum	HiraginoKakuGothic W3	blur_1.0
001306.png	ｘ	fullwidth_alnum	UDEVGothic	rotate_2.0
001307.png	ｎ	fullwidth_alnum	BIZ-UDGothic	noise_0.02
001308.png	ｌ	fullwidth_alnum	HiraginoKakuGothic W3	noise_0.02
001309.png	『	fullwidth_symbols	BIZ-UDMincho	blur_1.0
001310.png	ｎ	fullwidth_alnum	BIZ-UDGothic	contrast_1.1
001311.png	ｌ	fullwidth_alnum	HiraginoKakuGothic W3	contrast_1.1
001312.png	Ｖ	fullwidth_alnum	BIZ-UDGothic	original
001313.png	～	fullwidth_symbols	HiraginoMincho ProN	blur_1.0
001314.png	ｃ	fullwidth_alnum	HiraginoKakuGothic W3	original
001315.png	『	fullwidth_symbols	BIZ-UDMincho	noise_0.02
001316.png	Ｖ	fullwidth_alnum	BIZ-UDGothic	rotate_2.0
001317.png	ｃ	fullwidth_alnum	HiraginoKakuGothic W3	rotate_2.0
001318.png	『	fullwidth_symbols	BIZ-UDMincho	contrast_1.1
001319.png	～	fullwidth_symbols	HiraginoMincho ProN	noise_0.02
001320.png	〗	fullwidth_symbols	BIZ-UDMincho	original
001321.png	～	fullwidth_symbols	HiraginoMincho ProN	contrast_1.1
001322.png	ｘ	fullwidth_alnum	UDEVGothic	blur_1.0
001323.png	〗	fullwidth_symbols	BIZ-UDMincho	rotate_2.0
001324.png	＋	fullwidth_symbols	HiraginoMincho ProN	original
001326.png	＋	fullwidth_symbols	HiraginoMincho ProN	rotate_2.0
001325.png	ｘ	fullwidth_alnum	UDEVGothic	noise_0.02
001327.png	ｘ	fullwidth_alnum	UDEVGothic	contrast_1.1
001329.png	ｌ	fullwidth_alnum	UDEVGothic	original
001328.png	Ｖ	fullwidth_alnum	BIZ-UDGothic	blur_1.0
001330.png	ｌ	fullwidth_alnum	UDEVGothic	rotate_2.0
001331.png	ｃ	fullwidth_alnum	HiraginoKakuGothic W3	blur_1.0
001332.png	Ｖ	fullwidth_alnum	BIZ-UDGothic	noise_0.02
001333.png	ｃ	fullwidth_alnum	HiraginoKakuGothic W3	noise_0.02
001334.png	Ｖ	fullwidth_alnum	BIZ-UDGothic	contrast_1.1
001335.png	〗	fullwidth_symbols	BIZ-UDMincho	blur_1.0
001336.png	＋	fullwidth_symbols	HiraginoMincho ProN	blur_1.0
001337.png	ｃ	fullwidth_alnum	HiraginoKakuGothic W3	contrast_1.1
001338.png	０	fullwidth_alnum	BIZ-UDGothic	original
001340.png	１	fullwidth_alnum	HiraginoKakuGothic W3	original
001339.png	〗	fullwidth_symbols	BIZ-UDMincho	noise_0.02
001341.png	０	fullwidth_alnum	BIZ-UDGothic	rotate_2.0
001342.png	＋	fullwidth_symbols	HiraginoMincho ProN	noise_0.02
001343.png	１	fullwidth_alnum	HiraginoKakuGothic W3	rotate_2.0
001345.png	ｌ	fullwidth_alnum	UDEVGothic	blur_1.0
001344.png	〗	fullwidth_symbols	BIZ-UDMincho	contrast_1.1
001346.png	＋	fullwidth_symbols	HiraginoMincho ProN	contrast_1.1
001347.png	、	fullwidth_symbols	BIZ-UDMincho	original
001348.png	＇	fullwidth_symbols	HiraginoMincho ProN	original
001349.png	ｌ	fullwidth_alnum	UDEVGothic	noise_0.02
001350.png	、	fullwidth_symbols	BIZ-UDMincho	rotate_2.0
001352.png	ｌ	fullwidth_alnum	UDEVGothic	contrast_1.1
001351.png	＇	fullwidth_symbols	HiraginoMincho ProN	rotate_2.0
001353.png	ｉ	fullwidth_alnum	UDEVGothic	original
001354.png	ｉ	fullwidth_alnum	UDEVGothic	rotate_2.0
001355.png	１	fullwidth_alnum	HiraginoKakuGothic W3	blur_1.0
001356.png	０	fullwidth_alnum	BIZ-UDGothic	blur_1.0
001358.png	＇	fullwidth_symbols	HiraginoMincho ProN	blur_1.0
001357.png	１	fullwidth_alnum	HiraginoKakuGothic W3	noise_0.02
001360.png	、	fullwidth_symbols	BIZ-UDMincho	blur_1.0
001359.png	０	fullwidth_alnum	BIZ-UDGothic	noise_0.02
001361.png	ｉ	fullwidth_alnum	UDEVGothic	blur_1.0
001362.png	１	fullwidth_alnum	HiraginoKakuGothic W3	contrast_1.1
001363.png	０	fullwidth_alnum	BIZ-UDGothic	contrast_1.1
001365.png	ｉ	fullwidth_alnum	HiraginoKakuGothic W3	original
001364.png	＇	fullwidth_symbols	HiraginoMincho ProN	noise_0.02
001366.png	、	fullwidth_symbols	BIZ-UDMincho	noise_0.02
001367.png	ｘ	fullwidth_alnum	BIZ-UDGothic	original
001368.png	ｉ	fullwidth_alnum	UDEVGothic	noise_0.02
001370.png	、	fullwidth_symbols	BIZ-UDMincho	contrast_1.1
001369.png	＇	fullwidth_symbols	HiraginoMincho ProN	contrast_1.1
001371.png	ｉ	fullwidth_alnum	UDEVGothic	contrast_1.1
001372.png	ｘ	fullwidth_alnum	BIZ-UDGothic	rotate_2.0
001373.png	ｉ	fullwidth_alnum	HiraginoKakuGothic W3	rotate_2.0
001374.png	【	fullwidth_symbols	BIZ-UDMincho	original
001375.png	｀	fullwidth_symbols	HiraginoMincho ProN	original
001376.png	ｊ	fullwidth_alnum	UDEVGothic	original
001379.png	｀	fullwidth_symbols	HiraginoMincho ProN	rotate_2.0
001377.png	ｊ	fullwidth_alnum	UDEVGothic	rotate_2.0
001378.png	【	fullwidth_symbols	BIZ-UDMincho	rotate_2.0
001380.png	ｘ	fullwidth_alnum	BIZ-UDGothic	blur_1.0
001381.png	ｉ	fullwidth_alnum	HiraginoKakuGothic W3	blur_1.0
001382.png	ｊ	fullwidth_alnum	UDEVGothic	blur_1.0
001383.png	【	fullwidth_symbols	BIZ-UDMincho	blur_1.0
001384.png	ｘ	fullwidth_alnum	BIZ-UDGothic	noise_0.02
001385.png	｀	fullwidth_symbols	HiraginoMincho ProN	blur_1.0
001386.png	ｘ	fullwidth_alnum	BIZ-UDGothic	contrast_1.1
001387.png	ｊ	fullwidth_alnum	UDEVGothic	noise_0.02
001388.png	ｉ	fullwidth_alnum	HiraginoKakuGothic W3	noise_0.02
001391.png	ｊ	fullwidth_alnum	UDEVGothic	contrast_1.1
001392.png	ｉ	fullwidth_alnum	HiraginoKakuGothic W3	contrast_1.1
001389.png	【	fullwidth_symbols	BIZ-UDMincho	noise_0.02
001390.png	｀	fullwidth_symbols	HiraginoMincho ProN	noise_0.02
001393.png	１	fullwidth_alnum	BIZ-UDGothic	original
001395.png	｀	fullwidth_symbols	HiraginoMincho ProN	contrast_1.1
001394.png	【	fullwidth_symbols	BIZ-UDMincho	contrast_1.1
001396.png	】	fullwidth_symbols	UDEVGothic	original
001397.png	ｊ	fullwidth_alnum	HiraginoKakuGothic W3	original
001398.png	、	fullwidth_symbols	HiraginoMincho ProN	original
001399.png	】	fullwidth_symbols	UDEVGothic	rotate_2.0
001400.png	！	fullwidth_symbols	BIZ-UDMincho	original
001401.png	１	fullwidth_alnum	BIZ-UDGothic	rotate_2.0
001402.png	！	fullwidth_symbols	BIZ-UDMincho	rotate_2.0
001403.png	ｊ	fullwidth_alnum	HiraginoKakuGothic W3	rotate_2.0
001404.png	、	fullwidth_symbols	HiraginoMincho ProN	rotate_2.0
001405.png	】	fullwidth_symbols	UDEVGothic	blur_1.0
001406.png	１	fullwidth_alnum	BIZ-UDGothic	blur_1.0
001407.png	！	fullwidth_symbols	BIZ-UDMincho	blur_1.0
001408.png	】	fullwidth_symbols	UDEVGothic	noise_0.02
001409.png	ｊ	fullwidth_alnum	HiraginoKakuGothic W3	blur_1.0
001411.png	】	fullwidth_symbols	UDEVGothic	contrast_1.1
001410.png	１	fullwidth_alnum	BIZ-UDGothic	noise_0.02
001412.png	１	fullwidth_alnum	BIZ-UDGothic	contrast_1.1
001413.png	、	fullwidth_symbols	HiraginoMincho ProN	blur_1.0
001414.png	！	fullwidth_symbols	BIZ-UDMincho	noise_0.02
001415.png	＼	fullwidth_symbols	UDEVGothic	original
001416.png	ｊ	fullwidth_alnum	HiraginoKakuGothic W3	noise_0.02
001417.png	ｚ	fullwidth_alnum	BIZ-UDGothic	original
001418.png	！	fullwidth_symbols	BIZ-UDMincho	contrast_1.1
001420.png	ｊ	fullwidth_alnum	HiraginoKakuGothic W3	contrast_1.1
001419.png	＼	fullwidth_symbols	UDEVGothic	rotate_2.0
001422.png	ｚ	fullwidth_alnum	BIZ-UDGothic	rotate_2.0
001421.png	、	fullwidth_symbols	HiraginoMincho ProN	noise_0.02
001424.png	／	fullwidth_symbols	BIZ-UDMincho	original
001425.png	、	fullwidth_symbols	HiraginoMincho ProN	contrast_1.1
001423.png	＼	fullwidth_symbols	HiraginoKakuGothic W3	original
001426.png	＼	fullwidth_symbols	HiraginoKakuGothic W3	rotate_2.0
001428.png	／	fullwidth_symbols	BIZ-UDMincho	rotate_2.0
001427.png	〉	fullwidth_symbols	HiraginoMincho ProN	original
001429.png	〉	fullwidth_symbols	HiraginoMincho ProN	rotate_2.0
001430.png	＼	fullwidth_symbols	UDEVGothic	blur_1.0
001431.png	ｚ	fullwidth_alnum	BIZ-UDGothic	blur_1.0
001432.png	＼	fullwidth_symbols	UDEVGothic	noise_0.02
001433.png	＼	fullwidth_symbols	UDEVGothic	contrast_1.1
001434.png	＼	fullwidth_symbols	HiraginoKakuGothic W3	blur_1.0
001435.png	／	fullwidth_symbols	BIZ-UDMincho	blur_1.0
001436.png	ｚ	fullwidth_alnum	BIZ-UDGothic	noise_0.02
001437.png	］	fullwidth_symbols	UDEVGothic	original
001438.png	ｚ	fullwidth_alnum	BIZ-UDGothic	contrast_1.1
001440.png	］	fullwidth_symbols	UDEVGothic	rotate_2.0
001439.png	〉	fullwidth_symbols	HiraginoMincho ProN	blur_1.0
001441.png	／	fullwidth_symbols	BIZ-UDMincho	noise_0.02
001442.png	＼	fullwidth_symbols	HiraginoKakuGothic W3	noise_0.02
001443.png	ｌ	fullwidth_alnum	BIZ-UDGothic	original
001444.png	／	fullwidth_symbols	BIZ-UDMincho	contrast_1.1
001445.png	＼	fullwidth_symbols	HiraginoKakuGothic W3	contrast_1.1
001446.png	ｌ	fullwidth_alnum	BIZ-UDGothic	rotate_2.0
001447.png	〉	fullwidth_symbols	HiraginoMincho ProN	noise_0.02
001448.png	＼	fullwidth_symbols	BIZ-UDMincho	original
001449.png	（	fullwidth_symbols	HiraginoKakuGothic W3	original
001450.png	〉	fullwidth_symbols	HiraginoMincho ProN	contrast_1.1
001451.png	（	fullwidth_symbols	HiraginoKakuGothic W3	rotate_2.0
001452.png	＼	fullwidth_symbols	BIZ-UDMincho	rotate_2.0
001453.png	＾	fullwidth_symbols	HiraginoMincho ProN	original
001454.png	＾	fullwidth_symbols	HiraginoMincho ProN	rotate_2.0
001455.png	］	fullwidth_symbols	UDEVGothic	blur_1.0
001456.png	］	fullwidth_symbols	UDEVGothic	noise_0.02
001457.png	］	fullwidth_symbols	UDEVGothic	contrast_1.1
001458.png	ｌ	fullwidth_alnum	BIZ-UDGothic	blur_1.0
001459.png	〔	fullwidth_symbols	UDEVGothic	original
001462.png	＼	fullwidth_symbols	BIZ-UDMincho	blur_1.0
001461.png	〔	fullwidth_symbols	UDEVGothic	rotate_2.0
001460.png	（	fullwidth_symbols	HiraginoKakuGothic W3	blur_1.0
001463.png	ｌ	fullwidth_alnum	BIZ-UDGothic	noise_0.02
001464.png	ｌ	fullwidth_alnum	BIZ-UDGothic	contrast_1.1
001465.png	＾	fullwidth_symbols	HiraginoMincho ProN	blur_1.0
001467.png	＼	fullwidth_symbols	BIZ-UDMincho	noise_0.02
001468.png	ｉ	fullwidth_alnum	BIZ-UDGothic	original
001466.png	（	fullwidth_symbols	HiraginoKakuGothic W3	noise_0.02
001469.png	＼	fullwidth_symbols	BIZ-UDMincho	contrast_1.1
001470.png	（	fullwidth_symbols	HiraginoKakuGothic W3	contrast_1.1
001471.png	ｉ	fullwidth_alnum	BIZ-UDGothic	rotate_2.0
001472.png	＾	fullwidth_symbols	HiraginoMincho ProN	noise_0.02
001473.png	］	fullwidth_symbols	BIZ-UDMincho	original
001474.png	］	fullwidth_symbols	HiraginoKakuGothic W3	original
001475.png	＾	fullwidth_symbols	HiraginoMincho ProN	contrast_1.1
001477.png	〔	fullwidth_symbols	UDEVGothic	blur_1.0
001476.png	］	fullwidth_symbols	BIZ-UDMincho	rotate_2.0
001478.png	］	fullwidth_symbols	HiraginoKakuGothic W3	rotate_2.0
001479.png	｜	fullwidth_symbols	HiraginoMincho ProN	original
001480.png	｜	fullwidth_symbols	HiraginoMincho ProN	rotate_2.0
001481.png	〔	fullwidth_symbols	UDEVGothic	noise_0.02
001482.png	〔	fullwidth_symbols	UDEVGothic	contrast_1.1
001483.png	ｉ	fullwidth_alnum	BIZ-UDGothic	blur_1.0
001484.png	～	fullwidth_symbols	UDEVGothic	original
001486.png	～	fullwidth_symbols	UDEVGothic	rotate_2.0
001485.png	ｉ	fullwidth_alnum	BIZ-UDGothic	noise_0.02
001487.png	ｉ	fullwidth_alnum	BIZ-UDGothic	contrast_1.1
001488.png	］	fullwidth_symbols	BIZ-UDMincho	blur_1.0
001489.png	ｊ	fullwidth_alnum	BIZ-UDGothic	original
001490.png	］	fullwidth_symbols	HiraginoKakuGothic W3	blur_1.0
001491.png	ｊ	fullwidth_alnum	BIZ-UDGothic	rotate_2.0
001492.png	｜	fullwidth_symbols	HiraginoMincho ProN	blur_1.0
001493.png	］	fullwidth_symbols	BIZ-UDMincho	noise_0.02
001494.png	］	fullwidth_symbols	BIZ-UDMincho	contrast_1.1
001495.png	］	fullwidth_symbols	HiraginoKakuGothic W3	noise_0.02
001496.png	｜	fullwidth_symbols	HiraginoMincho ProN	noise_0.02
001497.png	｜	fullwidth_symbols	BIZ-UDMincho	original
001498.png	］	fullwidth_symbols	HiraginoKakuGothic W3	contrast_1.1
001499.png	｜	fullwidth_symbols	HiraginoMincho ProN	contrast_1.1
001500.png	｜	fullwidth_symbols	BIZ-UDMincho	rotate_2.0
001501.png	～	fullwidth_symbols	UDEVGothic	blur_1.0
001502.png	～	fullwidth_symbols	HiraginoKakuGothic W3	original
001503.png	！	fullwidth_symbols	HiraginoMincho ProN	original
001504.png	～	fullwidth_symbols	HiraginoKakuGothic W3	rotate_2.0
001505.png	～	fullwidth_symbols	UDEVGothic	noise_0.02
001506.png	！	fullwidth_symbols	HiraginoMincho ProN	rotate_2.0
001507.png	ｊ	fullwidth_alnum	BIZ-UDGothic	blur_1.0
001508.png	～	fullwidth_symbols	UDEVGothic	contrast_1.1
001509.png	〕	fullwidth_symbols	UDEVGothic	original
001511.png	〕	fullwidth_symbols	UDEVGothic	rotate_2.0
001510.png	ｊ	fullwidth_alnum	BIZ-UDGothic	noise_0.02
001512.png	ｊ	fullwidth_alnum	BIZ-UDGothic	contrast_1.1
001513.png	｜	fullwidth_symbols	BIZ-UDMincho	blur_1.0
001514.png	＼	fullwidth_symbols	BIZ-UDGothic	original
001515.png	～	fullwidth_symbols	HiraginoKakuGothic W3	blur_1.0
001516.png	＼	fullwidth_symbols	BIZ-UDGothic	rotate_2.0
001517.png	！	fullwidth_symbols	HiraginoMincho ProN	blur_1.0
001518.png	｜	fullwidth_symbols	BIZ-UDMincho	noise_0.02
001519.png	｜	fullwidth_symbols	BIZ-UDMincho	contrast_1.1
001520.png	～	fullwidth_symbols	HiraginoKakuGothic W3	noise_0.02
001522.png	～	fullwidth_symbols	HiraginoKakuGothic W3	contrast_1.1
001521.png	！	fullwidth_symbols	HiraginoMincho ProN	noise_0.02
001523.png	｝	fullwidth_symbols	BIZ-UDMincho	original
001524.png	！	fullwidth_symbols	HiraginoMincho ProN	contrast_1.1
001526.png	＇	fullwidth_symbols	HiraginoKakuGothic W3	original
001525.png	〕	fullwidth_symbols	UDEVGothic	blur_1.0
001528.png	＇	fullwidth_symbols	HiraginoKakuGothic W3	rotate_2.0
001527.png	｝	fullwidth_symbols	BIZ-UDMincho	rotate_2.0
001529.png	｝	fullwidth_symbols	HiraginoMincho ProN	original
001530.png	＼	fullwidth_symbols	BIZ-UDGothic	blur_1.0
001532.png	｝	fullwidth_symbols	HiraginoMincho ProN	rotate_2.0
001531.png	〕	fullwidth_symbols	UDEVGothic	noise_0.02
001533.png	〕	fullwidth_symbols	UDEVGothic	contrast_1.1
001534.png	＼	fullwidth_symbols	BIZ-UDGothic	noise_0.02
001535.png	＼	fullwidth_symbols	BIZ-UDGothic	contrast_1.1
001536.png	〖	fullwidth_symbols	UDEVGothic	original
001537.png	〖	fullwidth_symbols	UDEVGothic	rotate_2.0
001538.png	，	fullwidth_symbols	BIZ-UDGothic	original
001539.png	＇	fullwidth_symbols	HiraginoKakuGothic W3	blur_1.0
001541.png	｝	fullwidth_symbols	HiraginoMincho ProN	blur_1.0
001540.png	｝	fullwidth_symbols	BIZ-UDMincho	blur_1.0
001542.png	，	fullwidth_symbols	BIZ-UDGothic	rotate_2.0
001543.png	｝	fullwidth_symbols	HiraginoMincho ProN	noise_0.02
001545.png	＇	fullwidth_symbols	HiraginoKakuGothic W3	noise_0.02
001544.png	｝	fullwidth_symbols	BIZ-UDMincho	noise_0.02
001546.png	〖	fullwidth_symbols	UDEVGothic	blur_1.0
001547.png	｝	fullwidth_symbols	HiraginoMincho ProN	contrast_1.1
001549.png	＇	fullwidth_symbols	HiraginoKakuGothic W3	contrast_1.1
001548.png	｝	fullwidth_symbols	BIZ-UDMincho	contrast_1.1
001550.png	〔	fullwidth_symbols	HiraginoMincho ProN	original
001551.png	：	fullwidth_symbols	BIZ-UDMincho	original
001552.png	＋	fullwidth_symbols	HiraginoKakuGothic W3	original
001553.png	〖	fullwidth_symbols	UDEVGothic	noise_0.02
001554.png	＋	fullwidth_symbols	HiraginoKakuGothic W3	rotate_2.0
001555.png	〖	fullwidth_symbols	UDEVGothic	contrast_1.1
001556.png	：	fullwidth_symbols	BIZ-UDMincho	rotate_2.0
001557.png	〔	fullwidth_symbols	HiraginoMincho ProN	rotate_2.0
001558.png	，	fullwidth_symbols	BIZ-UDGothic	blur_1.0
001559.png	〗	fullwidth_symbols	UDEVGothic	original
001560.png	〗	fullwidth_symbols	UDEVGothic	rotate_2.0
001561.png	，	fullwidth_symbols	BIZ-UDGothic	noise_0.02
001562.png	，	fullwidth_symbols	BIZ-UDGothic	contrast_1.1
001563.png	＋	fullwidth_symbols	HiraginoKakuGothic W3	blur_1.0
001564.png	＂	fullwidth_symbols	BIZ-UDGothic	original
001565.png	：	fullwidth_symbols	BIZ-UDMincho	blur_1.0
001566.png	＂	fullwidth_symbols	BIZ-UDGothic	rotate_2.0
001567.png	〔	fullwidth_symbols	HiraginoMincho ProN	blur_1.0
001568.png	＋	fullwidth_symbols	HiraginoKakuGothic W3	noise_0.02
001569.png	＋	fullwidth_symbols	HiraginoKakuGothic W3	contrast_1.1
001571.png	〗	fullwidth_symbols	UDEVGothic	blur_1.0
001570.png	：	fullwidth_symbols	BIZ-UDMincho	noise_0.02
001572.png	〔	fullwidth_symbols	HiraginoMincho ProN	noise_0.02
001573.png	：	fullwidth_symbols	BIZ-UDMincho	contrast_1.1
001574.png	，	fullwidth_symbols	HiraginoKakuGothic W3	original
